,basYm,crno,fncoCd,fncoNm,spacsbClsfThqrAmt,spacsbClsfThqrCcnt,spacsbDcd,spacsbDcdNm
205,201509,1101116429884,0010615,에이아이에이생명보험 주식회사,4223859637000,36750,A2,[일반계정]_단체
206,201509,1101110633712,0010616,푸르덴셜생명보험주식회사,0,0,A2,[일반계정]_단체
207,201509,1101110803092,0010617,오렌지라이프생명보험 주식회사,0,0,A2,[일반계정]_단체
208,201509,1101110818463,0010618,하나생명보험주식회사,148444000000,62492,A2,[일반계정]_단체
209,201509,1101110623606,0010619,DB생명보험주식회사,32025000000,635,A2,[일반계정]_단체
210,201509,1101110631154,0010620,메트라이프생명보험(주),110000000,1,A2,[일반계정]_단체
211,201509,1101110624688,0010622,동양생명보험주식회사,304375000000,14712,A2,[일반계정]_단체
212,201509,1101110705322,0010624,PCA생명보험주식회사,0,0,A2,[일반계정]_단체
213,201509,1101110709232,0010625,처브라이프생명보험주식회사,2850000000,27,A2,[일반계정]_단체
214,201509,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,148948728000,6965,A2,[일반계정]_단체
215,201509,1101112762668,0011320,푸본현대생명보험주식회사,2563336859000,183700,A2,[일반계정]_단체
216,201509,1101113003699,0011388,KB생명보험주식회사,413886700000,202726,A2,[일반계정]_단체
217,201509,1101112940751,0011434,라이나생명보험주식회사,0,0,A2,[일반계정]_단체
218,201509,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A2,[일반계정]_단체
219,201509,1101114809377,0013173,농협생명보험주식회사,0,0,A2,[일반계정]_단체
220,201509,1101115234250,0013436,교보라이프플래닛생명보험주식회사,0,0,A2,[일반계정]_단체
224,201509,1101110003204,0010593,한화생명보험주식회사,25139374791000,1259104,A3,[일반계정]_(보장성)
225,201509,1101110007032,0010594,에이비엘생명보험주식회사,6614988950000,391397,A3,[일반계정]_(보장성)
226,201509,1101110005953,0010595,삼성생명보험주식회사,47813523485000,1255953,A3,[일반계정]_(보장성)
227,201509,1101110018443,0010596,흥국생명보험주식회사,9404812250000,264549,A3,[일반계정]_(보장성)
228,201509,1101110014970,0010597,교보생명보험주식회사,29103490022000,549314,A3,[일반계정]_(보장성)
229,201509,1101110667498,0010599,신한생명보험주식회사,12682212170000,810281,A3,[일반계정]_(보장성)
230,201509,1801110078443,0010605,DGB생명보험주식회사,6295705200000,553369,A3,[일반계정]_(보장성)
231,201509,2001110014608,0010607,케이디비생명보험주식회사,8843353740000,457327,A3,[일반계정]_(보장성)
232,201509,1601110014483,0010608,미래에셋생명보험주식회사,7222490500000,131680,A3,[일반계정]_(보장성)
233,201509,1101116429884,0010615,에이아이에이생명보험 주식회사,10532170691000,252610,A3,[일반계정]_(보장성)
234,201509,1101110633712,0010616,푸르덴셜생명보험주식회사,3339612638000,73177,A3,[일반계정]_(보장성)
235,201509,1101110803092,0010617,오렌지라이프생명보험 주식회사,5565239000000,89745,A3,[일반계정]_(보장성)
236,201509,1101110818463,0010618,하나생명보험주식회사,247585760000,84801,A3,[일반계정]_(보장성)
237,201509,1101110623606,0010619,DB생명보험주식회사,6106538240000,104530,A3,[일반계정]_(보장성)
238,201509,1101110631154,0010620,메트라이프생명보험(주),7165240000000,96855,A3,[일반계정]_(보장성)
239,201509,1101110624688,0010622,동양생명보험주식회사,9771567598000,308979,A3,[일반계정]_(보장성)
240,201509,1101110705322,0010624,PCA생명보험주식회사,448789000000,5698,A3,[일반계정]_(보장성)
241,201509,1101110709232,0010625,처브라이프생명보험주식회사,771513000000,22946,A3,[일반계정]_(보장성)
242,201509,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,394366015000,16409,A3,[일반계정]_(보장성)
243,201509,1101112762668,0011320,푸본현대생명보험주식회사,6194020056000,933121,A3,[일반계정]_(보장성)
244,201509,1101113003699,0011388,KB생명보험주식회사,2130256700000,231496,A3,[일반계정]_(보장성)
245,201509,1101112940751,0011434,라이나생명보험주식회사,23160045670000,853592,A3,[일반계정]_(보장성)
246,201509,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A3,[일반계정]_(보장성)
247,201509,1101114809377,0013173,농협생명보험주식회사,14553733000000,970111,A3,[일반계정]_(보장성)
248,201509,1101115234250,0013436,교보라이프플래닛생명보험주식회사,187340000000,1957,A3,[일반계정]_(보장성)
252,201509,1101110003204,0010593,한화생명보험주식회사,7905101280000,191406,A4,[일반계정]_(저축성)
253,201509,1101110007032,0010594,에이비엘생명보험주식회사,1439840162000,44999,A4,[일반계정]_(저축성)
254,201509,1101110005953,0010595,삼성생명보험주식회사,9001097395000,194189,A4,[일반계정]_(저축성)
255,201509,1101110018443,0010596,흥국생명보험주식회사,3056148388000,97294,A4,[일반계정]_(저축성)
256,201509,1101110014970,0010597,교보생명보험주식회사,4982195144000,131735,A4,[일반계정]_(저축성)
257,201509,1101110667498,0010599,신한생명보험주식회사,3635634159000,141046,A4,[일반계정]_(저축성)
258,201509,1801110078443,0010605,DGB생명보험주식회사,245140801000,4680,A4,[일반계정]_(저축성)
259,201509,2001110014608,0010607,케이디비생명보험주식회사,3434452716000,129287,A4,[일반계정]_(저축성)
260,201509,1601110014483,0010608,미래에셋생명보험주식회사,2455618732000,51173,A4,[일반계정]_(저축성)
261,201509,1101116429884,0010615,에이아이에이생명보험 주식회사,487833847000,15103,A4,[일반계정]_(저축성)
262,201509,1101110633712,0010616,푸르덴셜생명보험주식회사,464165580000,9545,A4,[일반계정]_(저축성)
263,201509,1101110803092,0010617,오렌지라이프생명보험 주식회사,2273638134000,48692,A4,[일반계정]_(저축성)
264,201509,1101110818463,0010618,하나생명보험주식회사,455426348000,8464,A4,[일반계정]_(저축성)
265,201509,1101110623606,0010619,DB생명보험주식회사,418205474000,18541,A4,[일반계정]_(저축성)
266,201509,1101110631154,0010620,메트라이프생명보험(주),815519960000,44632,A4,[일반계정]_(저축성)
267,201509,1101110624688,0010622,동양생명보험주식회사,2375022809000,79597,A4,[일반계정]_(저축성)
268,201509,1101110705322,0010624,PCA생명보험주식회사,480926400000,23376,A4,[일반계정]_(저축성)
269,201509,1101110709232,0010625,처브라이프생명보험주식회사,174804259000,5115,A4,[일반계정]_(저축성)
270,201509,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,433075980000,8450,A4,[일반계정]_(저축성)
271,201509,1101112762668,0011320,푸본현대생명보험주식회사,1161104939000,24152,A4,[일반계정]_(저축성)
272,201509,1101113003699,0011388,KB생명보험주식회사,850303620000,18857,A4,[일반계정]_(저축성)
273,201509,1101112940751,0011434,라이나생명보험주식회사,14072620000,1621,A4,[일반계정]_(저축성)
274,201509,1101114390376,0012455,아이비케이연금보험 주식회사,1106015110000,32066,A4,[일반계정]_(저축성)
275,201509,1101114809377,0013173,농협생명보험주식회사,7064323970000,254897,A4,[일반계정]_(저축성)
276,201509,1101115234250,0013436,교보라이프플래닛생명보험주식회사,55642702000,2741,A4,[일반계정]_(저축성)
280,201509,1101110003204,0010593,한화생명보험주식회사,652455652000,8651,B,[특별계정]
281,201509,1101110007032,0010594,에이비엘생명보험주식회사,0,0,B,[특별계정]
282,201509,1101110005953,0010595,삼성생명보험주식회사,293786870000,363525,B,[특별계정]
283,201509,1101110018443,0010596,흥국생명보험주식회사,222649442000,41173,B,[특별계정]
284,201509,1101110014970,0010597,교보생명보험주식회사,599125428000,1025463,B,[특별계정]
285,201509,1101110667498,0010599,신한생명보험주식회사,64981413000,11520,B,[특별계정]
286,201509,1801110078443,0010605,DGB생명보험주식회사,0,0,B,[특별계정]
287,201509,2001110014608,0010607,케이디비생명보험주식회사,66992702000,18119,B,[특별계정]
288,201509,1601110014483,0010608,미래에셋생명보험주식회사,701453809000,89646,B,[특별계정]
289,201509,1101116429884,0010615,에이아이에이생명보험 주식회사,0,0,B,[특별계정]
290,201509,1101110633712,0010616,푸르덴셜생명보험주식회사,0,0,B,[특별계정]
291,201509,1101110803092,0010617,오렌지라이프생명보험 주식회사,0,0,B,[특별계정]
292,201509,1101110818463,0010618,하나생명보험주식회사,0,0,B,[특별계정]
293,201509,1101110623606,0010619,DB생명보험주식회사,182006850000,8762,B,[특별계정]
294,201509,1101110631154,0010620,메트라이프생명보험(주),8278545000,1265,B,[특별계정]
295,201509,1101110624688,0010622,동양생명보험주식회사,26545863000,28096,B,[특별계정]
296,201509,1101110705322,0010624,PCA생명보험주식회사,0,0,B,[특별계정]
297,201509,1101110709232,0010625,처브라이프생명보험주식회사,0,0,B,[특별계정]
298,201509,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,0,0,B,[특별계정]
299,201509,1101112762668,0011320,푸본현대생명보험주식회사,81381873000,20716,B,[특별계정]
0,201512,1101110003204,0010593,한화생명보험주식회사,43030459842000,1795885,A,[일반계정]
1,201512,1101110007032,0010594,에이비엘생명보험주식회사,10100692440000,521198,A,[일반계정]
2,201512,1101110005953,0010595,삼성생명보험주식회사,72910515149000,1925511,A,[일반계정]
3,201512,1101110018443,0010596,흥국생명보험주식회사,16958647360000,495627,A,[일반계정]
4,201512,1101110014970,0010597,교보생명보험주식회사,41068577030000,893202,A,[일반계정]
5,201512,1101110667498,0010599,신한생명보험주식회사,21049160949000,1210973,A,[일반계정]
6,201512,1801110078443,0010605,DGB생명보험주식회사,7320480139000,611294,A,[일반계정]
7,201512,2001110014608,0010607,케이디비생명보험주식회사,15208439470000,693176,A,[일반계정]
8,201512,1601110014483,0010608,미래에셋생명보험주식회사,12209536271000,236232,A,[일반계정]
9,201512,1101116429884,0010615,에이아이에이생명보험 주식회사,13870453491000,354483,A,[일반계정]
10,201512,1101110633712,0010616,푸르덴셜생명보험주식회사,5377053213000,116044,A,[일반계정]
11,201512,1101110803092,0010617,오렌지라이프생명보험 주식회사,11298845736000,187211,A,[일반계정]
12,201512,1101110818463,0010618,하나생명보험주식회사,941077658000,111510,A,[일반계정]
13,201512,1101110623606,0010619,DB생명보험주식회사,8994163580000,166270,A,[일반계정]
14,201512,1101110631154,0010620,메트라이프생명보험(주),10848878200000,188810,A,[일반계정]
15,201512,1101110624688,0010622,동양생명보험주식회사,15807309874000,513468,A,[일반계정]
16,201512,1101110705322,0010624,PCA생명보험주식회사,1218433980000,37021,A,[일반계정]
17,201512,1101110709232,0010625,처브라이프생명보험주식회사,1427396478000,39820,A,[일반계정]
18,201512,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,1118522617000,35812,A,[일반계정]
19,201512,1101112762668,0011320,푸본현대생명보험주식회사,10240032166000,1564111,A,[일반계정]
20,201512,1101113003699,0011388,KB생명보험주식회사,3885029390000,267486,A,[일반계정]
21,201512,1101112940751,0011434,라이나생명보험주식회사,33559786760000,1229665,A,[일반계정]
22,201512,1101114390376,0012455,아이비케이연금보험 주식회사,1659355819000,46480,A,[일반계정]
23,201512,1101114809377,0013173,농협생명보험주식회사,25621537263000,1389378,A,[일반계정]
24,201512,1101115234250,0013436,교보라이프플래닛생명보험주식회사,376707670000,7532,A,[일반계정]
28,201512,1101110003204,0010593,한화생명보험주식회사,41145974876000,850244,A1,[일반계정]_개인
29,201512,1101110007032,0010594,에이비엘생명보험주식회사,7119495312000,152932,A1,[일반계정]_개인
30,201512,1101110005953,0010595,삼성생명보험주식회사,66085322858000,1102468,A1,[일반계정]_개인
31,201512,1101110018443,0010596,흥국생명보험주식회사,16894945660000,483653,A1,[일반계정]_개인
32,201512,1101110014970,0010597,교보생명보험주식회사,34882690306000,712266,A1,[일반계정]_개인
33,201512,1101110667498,0010599,신한생명보험주식회사,20571390699000,1174185,A1,[일반계정]_개인
34,201512,1801110078443,0010605,DGB생명보험주식회사,2197872039000,36681,A1,[일반계정]_개인
35,201512,2001110014608,0010607,케이디비생명보험주식회사,11550843470000,318659,A1,[일반계정]_개인
36,201512,1601110014483,0010608,미래에셋생명보험주식회사,11919410271000,224241,A1,[일반계정]_개인
37,201512,1101116429884,0010615,에이아이에이생명보험 주식회사,8963402438000,310567,A1,[일반계정]_개인
38,201512,1101110633712,0010616,푸르덴셜생명보험주식회사,5377053213000,116044,A1,[일반계정]_개인
39,201512,1101110803092,0010617,오렌지라이프생명보험 주식회사,11298845736000,187211,A1,[일반계정]_개인
40,201512,1101110818463,0010618,하나생명보험주식회사,746562658000,39396,A1,[일반계정]_개인
41,201512,1101110623606,0010619,DB생명보험주식회사,8961088580000,165615,A1,[일반계정]_개인
42,201512,1101110631154,0010620,메트라이프생명보험(주),10848768200000,188809,A1,[일반계정]_개인
43,201512,1101110624688,0010622,동양생명보험주식회사,15407462874000,494144,A1,[일반계정]_개인
44,201512,1101110705322,0010624,PCA생명보험주식회사,1218433980000,37021,A1,[일반계정]_개인
45,201512,1101110709232,0010625,처브라이프생명보험주식회사,1423846478000,39789,A1,[일반계정]_개인
46,201512,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,847227407000,23050,A1,[일반계정]_개인
47,201512,1101112762668,0011320,푸본현대생명보험주식회사,6833998307000,1265578,A1,[일반계정]_개인
48,201512,1101113003699,0011388,KB생명보험주식회사,3464494490000,62333,A1,[일반계정]_개인
49,201512,1101112940751,0011434,라이나생명보험주식회사,33559786760000,1229665,A1,[일반계정]_개인
50,201512,1101114390376,0012455,아이비케이연금보험 주식회사,1659355819000,46480,A1,[일반계정]_개인
51,201512,1101114809377,0013173,농협생명보험주식회사,25621537263000,1389378,A1,[일반계정]_개인
52,201512,1101115234250,0013436,교보라이프플래닛생명보험주식회사,376707670000,7532,A1,[일반계정]_개인
56,201512,1101110003204,0010593,한화생명보험주식회사,6766329860000,155473,A11,[일반계정]_개인_생존
57,201512,1101110007032,0010594,에이비엘생명보험주식회사,1452234252000,38229,A11,[일반계정]_개인_생존
58,201512,1101110005953,0010595,삼성생명보험주식회사,8950894115000,178030,A11,[일반계정]_개인_생존
59,201512,1101110018443,0010596,흥국생명보험주식회사,1055205256000,17959,A11,[일반계정]_개인_생존
60,201512,1101110014970,0010597,교보생명보험주식회사,5484410332000,152194,A11,[일반계정]_개인_생존
61,201512,1101110667498,0010599,신한생명보험주식회사,4330808779000,174662,A11,[일반계정]_개인_생존
62,201512,1801110078443,0010605,DGB생명보험주식회사,186318679000,3369,A11,[일반계정]_개인_생존
63,201512,2001110014608,0010607,케이디비생명보험주식회사,2952397030000,108315,A11,[일반계정]_개인_생존
64,201512,1601110014483,0010608,미래에셋생명보험주식회사,1809190286000,40598,A11,[일반계정]_개인_생존
65,201512,1101116429884,0010615,에이아이에이생명보험 주식회사,468666992000,12170,A11,[일반계정]_개인_생존
66,201512,1101110633712,0010616,푸르덴셜생명보험주식회사,690600420000,11628,A11,[일반계정]_개인_생존
67,201512,1101110803092,0010617,오렌지라이프생명보험 주식회사,945857986000,21098,A11,[일반계정]_개인_생존
68,201512,1101110818463,0010618,하나생명보험주식회사,441991640000,7335,A11,[일반계정]_개인_생존
69,201512,1101110623606,0010619,DB생명보험주식회사,257244934000,6273,A11,[일반계정]_개인_생존
70,201512,1101110631154,0010620,메트라이프생명보험(주),389534200000,12536,A11,[일반계정]_개인_생존
71,201512,1101110624688,0010622,동양생명보험주식회사,1307681660000,32460,A11,[일반계정]_개인_생존
72,201512,1101110705322,0010624,PCA생명보험주식회사,134847840000,2760,A11,[일반계정]_개인_생존
73,201512,1101110709232,0010625,처브라이프생명보험주식회사,165736390000,3923,A11,[일반계정]_개인_생존
74,201512,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,133558000000,1185,A11,[일반계정]_개인_생존
75,201512,1101112762668,0011320,푸본현대생명보험주식회사,1587047220000,31798,A11,[일반계정]_개인_생존
76,201512,1101113003699,0011388,KB생명보험주식회사,639614030000,14174,A11,[일반계정]_개인_생존
77,201512,1101112940751,0011434,라이나생명보험주식회사,0,0,A11,[일반계정]_개인_생존
78,201512,1101114390376,0012455,아이비케이연금보험 주식회사,1659355819000,46480,A11,[일반계정]_개인_생존
79,201512,1101114809377,0013173,농협생명보험주식회사,5147966286000,180818,A11,[일반계정]_개인_생존
80,201512,1101115234250,0013436,교보라이프플래닛생명보험주식회사,74837632000,2933,A11,[일반계정]_개인_생존
84,201512,1101110003204,0010593,한화생명보험주식회사,6766329860000,155473,A111,[일반계정]_개인_(연금보험)
85,201512,1101110007032,0010594,에이비엘생명보험주식회사,1452234252000,38229,A111,[일반계정]_개인_(연금보험)
86,201512,1101110005953,0010595,삼성생명보험주식회사,8950894115000,178030,A111,[일반계정]_개인_(연금보험)
87,201512,1101110018443,0010596,흥국생명보험주식회사,1055205256000,17959,A111,[일반계정]_개인_(연금보험)
88,201512,1101110014970,0010597,교보생명보험주식회사,5444191132000,150308,A111,[일반계정]_개인_(연금보험)
89,201512,1101110667498,0010599,신한생명보험주식회사,4330808779000,174662,A111,[일반계정]_개인_(연금보험)
90,201512,1801110078443,0010605,DGB생명보험주식회사,186318679000,3369,A111,[일반계정]_개인_(연금보험)
91,201512,2001110014608,0010607,케이디비생명보험주식회사,2952397030000,108315,A111,[일반계정]_개인_(연금보험)
92,201512,1601110014483,0010608,미래에셋생명보험주식회사,1809190286000,40598,A111,[일반계정]_개인_(연금보험)
93,201512,1101116429884,0010615,에이아이에이생명보험 주식회사,468666992000,12170,A111,[일반계정]_개인_(연금보험)
94,201512,1101110633712,0010616,푸르덴셜생명보험주식회사,690600420000,11628,A111,[일반계정]_개인_(연금보험)
95,201512,1101110803092,0010617,오렌지라이프생명보험 주식회사,945857986000,21098,A111,[일반계정]_개인_(연금보험)
96,201512,1101110818463,0010618,하나생명보험주식회사,441991640000,7335,A111,[일반계정]_개인_(연금보험)
97,201512,1101110623606,0010619,DB생명보험주식회사,257244934000,6273,A111,[일반계정]_개인_(연금보험)
98,201512,1101110631154,0010620,메트라이프생명보험(주),389534200000,12536,A111,[일반계정]_개인_(연금보험)
99,201512,1101110624688,0010622,동양생명보험주식회사,1307681660000,32460,A111,[일반계정]_개인_(연금보험)
100,201512,1101110705322,0010624,PCA생명보험주식회사,134847840000,2760,A111,[일반계정]_개인_(연금보험)
101,201512,1101110709232,0010625,처브라이프생명보험주식회사,165736390000,3923,A111,[일반계정]_개인_(연금보험)
102,201512,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,133558000000,1185,A111,[일반계정]_개인_(연금보험)
103,201512,1101112762668,0011320,푸본현대생명보험주식회사,1587047220000,31798,A111,[일반계정]_개인_(연금보험)
104,201512,1101113003699,0011388,KB생명보험주식회사,639614030000,14174,A111,[일반계정]_개인_(연금보험)
105,201512,1101112940751,0011434,라이나생명보험주식회사,0,0,A111,[일반계정]_개인_(연금보험)
106,201512,1101114390376,0012455,아이비케이연금보험 주식회사,1659355819000,46480,A111,[일반계정]_개인_(연금보험)
107,201512,1101114809377,0013173,농협생명보험주식회사,5147966286000,180818,A111,[일반계정]_개인_(연금보험)
108,201512,1101115234250,0013436,교보라이프플래닛생명보험주식회사,74837632000,2933,A111,[일반계정]_개인_(연금보험)
112,201512,1101110003204,0010593,한화생명보험주식회사,30639797825000,601375,A12,[일반계정]_개인_사망
113,201512,1101110007032,0010594,에이비엘생명보험주식회사,5286155000000,97178,A12,[일반계정]_개인_사망
114,201512,1101110005953,0010595,삼성생명보험주식회사,54886934039000,865640,A12,[일반계정]_개인_사망
115,201512,1101110018443,0010596,흥국생명보험주식회사,12766138200000,352035,A12,[일반계정]_개인_사망
116,201512,1101110014970,0010597,교보생명보험주식회사,28313495582000,543225,A12,[일반계정]_개인_사망
117,201512,1101110667498,0010599,신한생명보험주식회사,15902883970000,993278,A12,[일반계정]_개인_사망
118,201512,1801110078443,0010605,DGB생명보험주식회사,1900605000000,31112,A12,[일반계정]_개인_사망
119,201512,2001110014608,0010607,케이디비생명보험주식회사,7086334740000,149174,A12,[일반계정]_개인_사망
120,201512,1601110014483,0010608,미래에셋생명보험주식회사,9014266875000,163324,A12,[일반계정]_개인_사망
121,201512,1101116429884,0010615,에이아이에이생명보험 주식회사,8325576157000,290777,A12,[일반계정]_개인_사망
122,201512,1101110633712,0010616,푸르덴셜생명보험주식회사,4649475093000,102206,A12,[일반계정]_개인_사망
123,201512,1101110803092,0010617,오렌지라이프생명보험 주식회사,8419994000000,126997,A12,[일반계정]_개인_사망
124,201512,1101110818463,0010618,하나생명보험주식회사,122660903000,28312,A12,[일반계정]_개인_사망
125,201512,1101110623606,0010619,DB생명보험주식회사,8440017100000,141774,A12,[일반계정]_개인_사망
126,201512,1101110631154,0010620,메트라이프생명보험(주),9720796000000,128208,A12,[일반계정]_개인_사망
127,201512,1101110624688,0010622,동양생명보험주식회사,12273753269000,386849,A12,[일반계정]_개인_사망
128,201512,1101110705322,0010624,PCA생명보험주식회사,586836000000,7595,A12,[일반계정]_개인_사망
129,201512,1101110709232,0010625,처브라이프생명보험주식회사,1174860000000,32499,A12,[일반계정]_개인_사망
130,201512,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,353421787000,13667,A12,[일반계정]_개인_사망
131,201512,1101112762668,0011320,푸본현대생명보험주식회사,5227207387000,1233299,A12,[일반계정]_개인_사망
132,201512,1101113003699,0011388,KB생명보험주식회사,2359627500000,38559,A12,[일반계정]_개인_사망
133,201512,1101112940751,0011434,라이나생명보험주식회사,33539770860000,1227481,A12,[일반계정]_개인_사망
134,201512,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A12,[일반계정]_개인_사망
135,201512,1101114809377,0013173,농협생명보험주식회사,16595353500000,1066002,A12,[일반계정]_개인_사망
136,201512,1101115234250,0013436,교보라이프플래닛생명보험주식회사,261400000000,2651,A12,[일반계정]_개인_사망
140,201512,1101110003204,0010593,한화생명보험주식회사,24933891945000,446075,A121,[일반계정]_개인_(종신보험)
141,201512,1101110007032,0010594,에이비엘생명보험주식회사,1899835000000,28752,A121,[일반계정]_개인_(종신보험)
142,201512,1101110005953,0010595,삼성생명보험주식회사,26379529039000,356500,A121,[일반계정]_개인_(종신보험)
143,201512,1101110018443,0010596,흥국생명보험주식회사,7750413500000,116956,A121,[일반계정]_개인_(종신보험)
144,201512,1101110014970,0010597,교보생명보험주식회사,18703112200000,378587,A121,[일반계정]_개인_(종신보험)
145,201512,1101110667498,0010599,신한생명보험주식회사,8649367300000,137547,A121,[일반계정]_개인_(종신보험)
146,201512,1801110078443,0010605,DGB생명보험주식회사,1663144000000,17911,A121,[일반계정]_개인_(종신보험)
147,201512,2001110014608,0010607,케이디비생명보험주식회사,4042320000000,71499,A121,[일반계정]_개인_(종신보험)
148,201512,1601110014483,0010608,미래에셋생명보험주식회사,2496078851000,34989,A121,[일반계정]_개인_(종신보험)
149,201512,1101116429884,0010615,에이아이에이생명보험 주식회사,1328309000000,18466,A121,[일반계정]_개인_(종신보험)
150,201512,1101110633712,0010616,푸르덴셜생명보험주식회사,2829093810000,66170,A121,[일반계정]_개인_(종신보험)
151,201512,1101110803092,0010617,오렌지라이프생명보험 주식회사,5650698000000,76477,A121,[일반계정]_개인_(종신보험)
152,201512,1101110818463,0010618,하나생명보험주식회사,4170000000,24,A121,[일반계정]_개인_(종신보험)
153,201512,1101110623606,0010619,DB생명보험주식회사,7549092100000,107422,A121,[일반계정]_개인_(종신보험)
154,201512,1101110631154,0010620,메트라이프생명보험(주),1368516000000,15374,A121,[일반계정]_개인_(종신보험)
155,201512,1101110624688,0010622,동양생명보험주식회사,4994045000000,87227,A121,[일반계정]_개인_(종신보험)
156,201512,1101110705322,0010624,PCA생명보험주식회사,39525000000,529,A121,[일반계정]_개인_(종신보험)
157,201512,1101110709232,0010625,처브라이프생명보험주식회사,608196000000,5447,A121,[일반계정]_개인_(종신보험)
158,201512,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,0,0,A121,[일반계정]_개인_(종신보험)
159,201512,1101112762668,0011320,푸본현대생명보험주식회사,2746883000000,25630,A121,[일반계정]_개인_(종신보험)
160,201512,1101113003699,0011388,KB생명보험주식회사,1212740000000,17882,A121,[일반계정]_개인_(종신보험)
161,201512,1101112940751,0011434,라이나생명보험주식회사,0,0,A121,[일반계정]_개인_(종신보험)
162,201512,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A121,[일반계정]_개인_(종신보험)
163,201512,1101114809377,0013173,농협생명보험주식회사,7340669000000,129638,A121,[일반계정]_개인_(종신보험)
164,201512,1101115234250,0013436,교보라이프플래닛생명보험주식회사,16340000000,150,A121,[일반계정]_개인_(종신보험)
168,201512,1101110003204,0010593,한화생명보험주식회사,3739847191000,93396,A13,[일반계정]_개인_생사혼합
169,201512,1101110007032,0010594,에이비엘생명보험주식회사,381106060000,17525,A13,[일반계정]_개인_생사혼합
170,201512,1101110005953,0010595,삼성생명보험주식회사,2247494704000,58798,A13,[일반계정]_개인_생사혼합
171,201512,1101110018443,0010596,흥국생명보험주식회사,3073602204000,113659,A13,[일반계정]_개인_생사혼합
172,201512,1101110014970,0010597,교보생명보험주식회사,1084784392000,16847,A13,[일반계정]_개인_생사혼합
173,201512,1101110667498,0010599,신한생명보험주식회사,337697950000,6245,A13,[일반계정]_개인_생사혼합
174,201512,1801110078443,0010605,DGB생명보험주식회사,110948360000,2200,A13,[일반계정]_개인_생사혼합
175,201512,2001110014608,0010607,케이디비생명보험주식회사,1512111700000,61170,A13,[일반계정]_개인_생사혼합
176,201512,1601110014483,0010608,미래에셋생명보험주식회사,1095953110000,20319,A13,[일반계정]_개인_생사혼합
177,201512,1101116429884,0010615,에이아이에이생명보험 주식회사,169159289000,7620,A13,[일반계정]_개인_생사혼합
178,201512,1101110633712,0010616,푸르덴셜생명보험주식회사,36977700000,2210,A13,[일반계정]_개인_생사혼합
179,201512,1101110803092,0010617,오렌지라이프생명보험 주식회사,1932993750000,39116,A13,[일반계정]_개인_생사혼합
180,201512,1101110818463,0010618,하나생명보험주식회사,181910115000,3749,A13,[일반계정]_개인_생사혼합
181,201512,1101110623606,0010619,DB생명보험주식회사,263826546000,17568,A13,[일반계정]_개인_생사혼합
182,201512,1101110631154,0010620,메트라이프생명보험(주),738438000000,48065,A13,[일반계정]_개인_생사혼합
183,201512,1101110624688,0010622,동양생명보험주식회사,1826027945000,74835,A13,[일반계정]_개인_생사혼합
184,201512,1101110705322,0010624,PCA생명보험주식회사,496750140000,26666,A13,[일반계정]_개인_생사혼합
185,201512,1101110709232,0010625,처브라이프생명보험주식회사,83250088000,3367,A13,[일반계정]_개인_생사혼합
186,201512,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,360247620000,8198,A13,[일반계정]_개인_생사혼합
187,201512,1101112762668,0011320,푸본현대생명보험주식회사,19743700000,481,A13,[일반계정]_개인_생사혼합
188,201512,1101113003699,0011388,KB생명보험주식회사,465252960000,9600,A13,[일반계정]_개인_생사혼합
189,201512,1101112940751,0011434,라이나생명보험주식회사,20015900000,2184,A13,[일반계정]_개인_생사혼합
190,201512,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A13,[일반계정]_개인_생사혼합
191,201512,1101114809377,0013173,농협생명보험주식회사,3878217477000,142558,A13,[일반계정]_개인_생사혼합
192,201512,1101115234250,0013436,교보라이프플래닛생명보험주식회사,40470038000,1948,A13,[일반계정]_개인_생사혼합
196,201512,1101110003204,0010593,한화생명보험주식회사,1884484966000,945641,A2,[일반계정]_단체
197,201512,1101110007032,0010594,에이비엘생명보험주식회사,2981197128000,368266,A2,[일반계정]_단체
198,201512,1101110005953,0010595,삼성생명보험주식회사,6825192291000,823043,A2,[일반계정]_단체
199,201512,1101110018443,0010596,흥국생명보험주식회사,63701700000,11974,A2,[일반계정]_단체
200,201512,1101110014970,0010597,교보생명보험주식회사,6185886724000,180936,A2,[일반계정]_단체
201,201512,1101110667498,0010599,신한생명보험주식회사,477770250000,36788,A2,[일반계정]_단체
202,201512,1801110078443,0010605,DGB생명보험주식회사,5122608100000,574613,A2,[일반계정]_단체
203,201512,2001110014608,0010607,케이디비생명보험주식회사,3657596000000,374517,A2,[일반계정]_단체
